trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
148,0,148,0,,,,,,,275.19075103399996,273.5373564109999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
149,0,149,0,,,,,,,276.91107597099995,275.404726226,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
150,0,150,0,,,,,,,278.64124274999995,277.1261446049999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
151,0,151,0,,,,,,,280.391653939,278.8396116639999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
152,0,152,0,,,,,,,281.9742419019999,280.6077803359999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
153,0,153,0,,,,,,,283.7422957499999,282.173706221,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
154,0,154,0,,,,,,,285.378244042,283.957616725,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
155,0,155,0,,,,,,,287.27672775099995,285.591941735,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
156,0,156,0,,,,,,,289.0605667719999,287.4774918439999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
157,0,157,0,,,,,,,290.4608134399999,289.260527111,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
158,0,158,0,,,,,,,292.32752443699997,290.664197823,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
159,0,159,0,,,,,,,294.231646308,292.52946144299995,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
160,0,160,0,,,,,,,296.078841507,294.44962353799997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
161,0,161,0,,,,,,,298.01545575399996,296.28096220399993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
162,0,162,0,,,,,,,299.47995639,298.23102839599994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
163,0,163,0,,,,,,,300.9332984079999,299.6805448409999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
164,0,164,0,,,,,,,302.54737793999993,301.13249348599993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
165,0,165,0,,,,,,,304.19888557699994,302.75144513299995,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
166,0,166,0,,,,,,,305.68239690099995,304.3979712109999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
167,0,167,0,,,,,,,307.29948299399996,305.88316563499995,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
168,0,168,0,,,,,,,308.91637178299993,307.502419165,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
169,0,169,0,,,,,,,310.80052996899997,309.11631331,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
170,0,170,0,,,,,,,312.4856863499999,311.001366727,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
171,0,171,0,,,,,,,313.936382021,312.702610252,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
172,0,172,0,,,,,,,315.702611425,314.1520205459999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
173,0,173,0,,,,,,,317.4200418979999,315.90658410699996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
174,0,174,0,,,,,,,318.9366399329999,317.61925412899996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
175,0,175,0,,,,,,,320.6041887099999,319.1363135739999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
176,0,176,0,,,,,,,322.20752271799995,320.8075604879999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
177,0,177,0,,,,,,,323.8895651309999,322.425569676,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
178,0,178,0,,,,,,,325.540069484,324.089415768,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
179,0,179,0,,,,,,,327.52418291999993,325.74019630299995,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
180,0,180,0,,,,,,,328.975037573,327.72428911399993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
181,0,181,0,,,,,,,330.85857031499995,329.177159491,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
182,0,182,0,,,,,,,332.4789177,331.05868234799993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
183,0,183,0,,,,,,,337.368771112,332.69387751,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
184,0,184,0,,,,,,,340.41188504699994,339.3683300749999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
185,0,185,0,,,,,,,342.17799925299994,340.610624616,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
186,0,186,0,,,,,,,343.69665530099996,342.380220895,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
187,0,187,0,,,,,,,345.4508093669999,343.91703829799997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
188,0,188,0,,,,,,,347.112772277,345.66538349199993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
189,0,189,0,,,,,,,348.847197724,347.3139472849999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
190,0,190,0,,,,,,,350.66512969999997,349.05164257,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
191,0,191,0,,,,,,,352.48061644999996,350.8639488199999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
192,0,192,0,,,,,,,354.250068133,352.6805035599999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
193,0,193,0,,,,,,,355.683247219,354.46689025499995,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
194,0,194,0,,,,,,,357.4487285189999,355.8817836999999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
195,0,195,0,,,,,,,359.08528317899993,357.64944411499994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
196,0,196,0,,,,,,,360.8334041249999,359.30109974999993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
197,0,197,0,,,,,,,362.400653167,361.03652250799996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
198,0,198,0,,,,,,,364.2674910689999,362.60270497299996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
199,0,199,0,,,,,,,366.23489744999995,364.471468933,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
200,0,200,0,,,,,,,368.1051283669999,366.4377571189999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
201,0,201,0,,,,,,,369.98631546499996,368.3048327949999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
202,0,202,0,,,,,,,371.55879265299995,370.189669376,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
203,0,203,0,,,,,,,373.171564226,371.76999013499994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
204,0,204,0,,,,,,,374.58765862099995,373.37542257999996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
205,0,205,0,,,,,,,376.5237510579999,374.78766976099996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
206,0,206,0,,,,,,,378.03986256299993,376.72655728099994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
207,0,207,0,,,,,,,379.62314289899996,378.23892666899997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
208,0,208,0,,,,,,,381.208612282,379.823606877,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
209,0,209,0,,,,,,,382.811741524,381.426083392,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
210,0,210,0,,,,,,,384.6585771189999,383.02616747799993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
211,0,211,0,,,,,,,386.34263722699995,384.8578806659999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
212,0,212,0,,,,,,,387.75894937299995,386.5428695009999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
213,0,213,0,,,,,,,389.24327156899994,387.95891890199994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
214,0,214,0,,,,,,,391.110435244,389.44365240599996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
215,0,215,0,,,,,,,392.9110051419999,391.3121588749999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
216,0,216,0,,,,,,,394.41157533,393.11102909199997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
217,0,217,0,,,,,,,395.949690736,394.61157559699996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
218,0,218,0,,,,,,,397.466491283,396.1622798899999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
219,0,219,0,,,,,,,399.367419736,397.678915082,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
220,0,220,0,,,,,,,401.230556258,399.564306858,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
221,0,221,0,,,,,,,402.685470452,401.43476932,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
222,0,222,0,,,,,,,404.148058064,402.880755905,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
223,0,223,0,,,,,,,405.94866373599996,404.348016228,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
224,0,224,0,,,,,,,407.6864075169999,406.15436207999994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
225,0,225,0,,,,,,,409.5501489799999,407.899206855,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
226,0,226,0,,,,,,,411.467596578,409.749876557,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
227,0,227,0,,,,,,,413.051954166,411.667129543,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
228,0,228,0,,,,,,,414.871976486,413.255539698,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
229,0,229,0,,,,,,,416.36891411299996,415.08628303,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
230,0,230,0,,,,,,,418.2408601369999,416.5688436329999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
231,0,231,0,,,,,,,419.78677842699994,418.4534486299999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
232,0,232,0,,,,,,,421.607689627,419.99049100499997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
233,0,233,0,,,,,,,423.22154382099995,421.8206942349999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
234,0,234,0,,,,,,,424.65700687599997,423.422086056,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
235,0,235,0,,,,,,,426.38915859099995,424.875207007,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
236,0,236,0,,,,,,,428.039694596,426.5920560799999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
237,0,237,0,,,,,,,429.67393780399993,428.2396497279999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
238,0,238,0,,,,,,,431.32696799199994,429.874047787,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
239,0,239,0,,,,,,,432.9294483279999,431.52589060899993,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
240,0,240,0,,,,,,,434.378982823,433.14126265799996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
241,0,241,0,,,,,,,436.10893419,434.59217512099997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
242,0,242,0,,,,,,,437.626840917,436.31152586199994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
243,0,243,0,,,,,,,439.33093974999997,437.82941585599997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
244,0,244,0,,,,,,,441.294706444,439.54804686599994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
245,0,245,0,,,,,,,443.1616340569999,441.498807877,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
246,0,246,0,,,,,,,444.762349235,443.361945763,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
247,0,247,0,,,,,,,446.19717743499996,444.9624172089999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
248,0,248,0,,,,,,,447.9995971909999,446.4155225679999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
249,0,249,0,,,,,,,449.4170613079999,448.2135112169999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
250,0,250,0,,,,,,,450.830878603,449.61425260299995,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
251,0,251,0,,,,,,,452.6482406729999,451.03074841599994,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
252,0,252,0,,,,,,,454.61863424,452.84815748999995,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
253,0,253,0,,,,,,,456.2172425969999,454.832471521,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
254,0,254,0,,,,,,,457.63513110999986,456.43711628699987,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
255,0,255,0,,,,,,,459.48414416899993,457.833546727,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
256,0,256,0,,,,,,,461.31939537899996,459.68502418900005,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
257,0,257,0,,,,,,,463.251722075,461.53775683599986,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
258,0,258,0,,,,,,,465.052406939,463.45178596699986,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
259,0,259,0,,,,,,,466.75505764699994,465.25240046099987,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
260,0,260,0,,,,,,,468.73941038099986,466.96976043899997,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
261,0,261,0,,,,,,,470.45449991499993,468.953707066,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
262,0,262,0,,,,,,,472.34189849100005,470.654712635,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
263,0,263,0,,,,,,,474.07209039199995,472.555871421,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
264,0,264,0,,,,,,,476.044550725,474.27639856200005,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
265,0,265,0,,,,,,,477.607767053,476.25718734500003,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
266,0,266,0,,,,,,,479.4076300149999,477.80917013600003,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
267,0,267,0,,,,,,,480.8097344229999,479.61497288,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
268,0,268,0,,,,,,,482.70887508,481.0244844,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
269,0,269,0,,,,,,,484.2098161559999,482.911542745,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
270,0,270,0,,,,,,,485.6423696149999,484.425497693,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
271,0,271,0,,,,,,,487.043016213,485.8422575159999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
272,0,272,0,,,,,,,488.9769719709999,487.24376503899987,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
273,0,273,0,,,,,,,490.564395667,489.17874779400006,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
274,0,274,0,,,,,,,492.5446359209999,490.7804026759999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
275,0,275,0,,,,,,,494.31188436700006,492.746302056,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
276,0,276,0,,,,,,,496.24566452099987,494.5115502319999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
277,0,277,0,,,,,,,497.64798982900004,496.44584833500005,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
278,0,278,0,,,,,,,499.41344568099987,497.85102081,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
279,0,279,0,,,,,,,501.313877639,499.61335321399986,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
280,0,280,0,,,,,,,502.7196345199999,501.514033948,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
281,0,281,0,,,,,,,504.24939326499987,502.9307779259999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
282,0,282,0,,,,,,,506.14958239400005,504.467661021,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
283,0,283,0,,,,,,,507.73323858599986,506.351160458,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
284,0,284,0,,,,,,,509.4171600399999,507.9321393839999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
285,0,285,0,,,,,,,511.01969023000004,509.63268136299996,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
286,0,286,0,,,,,,,512.5504117259999,511.23345150600005,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
287,0,287,0,,,,,,,514.0372154139999,512.7502814359999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
288,0,288,0,,,,,,,515.935199415,514.234481805,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
289,0,289,0,,,,,,,517.3520611959999,516.134970359,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
290,0,290,0,,,,,,,519.3044300379999,517.555567537,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
291,0,291,0,,,,,,,520.76940357,519.5050970009999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
292,0,292,0,,,,,,,522.538747533,520.9698472849999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
293,0,293,0,,,,,,,524.321980567,522.7580059329999,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
294,0,294,0,,,,,,,525.9378247579999,524.540568646,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
295,0,295,0,,,,,,,527.7580828819999,526.142642696,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
296,0,296,0,,,,,,,529.491491766,527.9715315990001,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
297,0,297,0,,,,,,,531.3110551009999,529.707569738,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
298,0,298,0,,,,,,,533.291081918,531.52570574,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
299,0,299,0,,,,,,,535.1743026949999,533.49509806,,,Karol_VEP,001,2023_lis_15_1443,VEP,2020.1.2+brain0.21.g3600fa8b8,None,
,,,,,,,,,,,,537.360145018,None,,,,,,,
